,regiao,estado,cidade,drones
1282,Nordeste,CE,Tabuleiro do Norte,7
1283,Nordeste,SE,Porto da Folha,4
1284,Nordeste,CE,Itaiçaba,3
1285,Sudeste,RJ,Casimiro de Abreu,8
1286,Sudeste,SP,Monte Aprazível,10
1287,Sudeste,SP,Palmares Paulista,3
1288,Sul,SC,São Domingos,5
1289,Nordeste,BA,Ipirá,3
1290,Nordeste,BA,Uruçuca,5
1291,Centro-Oeste,GO,Posse,7
1292,Sul,SC,Dionísio Cerqueira,5
1293,Sudeste,RJ,Vassouras,10
1294,Sul,PR,Arapoti,7
1295,Sudeste,MG,Perdizes,4
1296,Nordeste,BA,Campo Formoso,8
1297,Sul,RS,Araricá,1
1298,Nordeste,RN,Açu,5
1299,Sudeste,SP,Buritama,3
1300,Sudeste,MG,Três Corações,29
1301,Nordeste,PE,Igarassu,25
1302,Sul,SC,Laguna,12
1303,Sul,RS,Gramado,22
1304,Sudeste,ES,Santa Maria de Jetibá,11
1305,Sul,RS,Sertão Santana,1
1306,Sudeste,MG,Pará de Minas,25
1307,Sudeste,ES,Iúna,3
1308,Sudeste,SP,Meridiano,3
1309,Centro-Oeste,MT,Itiquira,1
1310,Sudeste,MG,Guanhães,10
1311,Sudeste,MG,São João Evangelista,2
1312,Nordeste,CE,Pecém,1
1313,Sul,PR,Candói,3
1314,Sudeste,MG,São Gonçalo do Rio Abaixo,8
1315,Nordeste,PB,Queimadas,3
1316,Norte,AP,Ferreira Gomes,2
1317,Sudeste,MG,Montalvânia,2
1318,Sul,RS,Santa Vitória do Palmar,17
1319,Sudeste,MG,Arceburgo,2
1320,Norte,AM,Boca do Acre,3
1321,Sudeste,SP,Mongaguá,21
1322,Sudeste,MG,Riachinho,2
1323,Nordeste,BA,São Francisco do Conde,3
1324,Norte,PA,Novo Repartimento,4
1325,Norte,RO,Rolim de Moura,8
1326,Sudeste,SP,Pereira Barreto,7
1327,Sul,SC,Capinzal,5
1328,Nordeste,PE,Lagoa do Ouro,1
1329,Nordeste,CE,Viçosa do Ceará,4
1330,Sul,SC,Quilombo,7
1331,Sul,PR,Ibaiti,8
1332,Centro-Oeste,GO,Novo Gama,13
1333,Centro-Oeste,MT,Nova Marilândia,2
1334,Nordeste,MA,Açailândia,11
1335,Sudeste,SP,Tupi Paulista,4
1336,Sudeste,SP,Taiaçu,2
1337,Sul,PR,Bituruna,9
1338,Sudeste,MG,Babilônia,1
1339,Sul,RS,Camaquã,6
1340,Sul,RS,Ronda Alta,4
1341,Sul,PR,Santa Helena,6
1342,Sul,RS,Getúlio Vargas,6
1343,Centro-Oeste,GO,Morrinhos,9
1344,Sudeste,SP,Arandu,3
1345,Sudeste,MG,Roça Grande,1
1346,Sudeste,SP,Pirapozinho,11
1347,Centro-Oeste,MT,Juara,13
1348,Sudeste,MG,Pratápolis,2
1349,Norte,AC,Senador Guiomard,2
1350,Centro-Oeste,MS,Ladário,4
1351,Norte,PA,Barcarena,16
1352,Nordeste,MA,Miranda do Norte,3
1353,Nordeste,MA,Barra do Corda,4
1354,Sul,PR,Itaperuçu,3
1355,Nordeste,PE,São Vicente Ferrer,1
1356,Sul,RS,Venâncio Aires,20
1357,Sudeste,ES,Domingos Martins,9
1358,Sul,PR,Braganey,2
1359,Sul,RS,Ijuí,18
1360,Sudeste,MG,Nazareno,2
1361,Nordeste,AL,São José da Laje,4
1362,Sudeste,MG,Sacramento,7
1363,Nordeste,SE,Simão Dias,6
1364,Sudeste,ES,Mucurici,1
1365,Centro-Oeste,GO,Itauçu,6
1366,Centro-Oeste,GO,Goianápolis,4
1367,Centro-Oeste,GO,Santa Helena de Goiás,20
1368,Sudeste,MG,Estrela do Sul,3
1369,Sudeste,SP,Taguaí,1
1370,Norte,PA,Óbidos,2
1371,Nordeste,PI,Cajueiro da Praia,2
1372,Norte,TO,Ananás,2
1373,Centro-Oeste,MS,Bonito,9
1374,Sul,RS,Capão da Canoa,21
1375,Sudeste,RJ,Tanguá,3
1376,Norte,AM,Presidente Figueiredo,5
1377,Sudeste,MG,Cervo,1
1378,Nordeste,BA,Ibiquera,1
1379,Nordeste,PE,Abreu e Lima,10
1380,Norte,PA,Ipixuna do Pará,2
1381,Centro-Oeste,MT,Barra do Bugres,4
1382,Sudeste,MG,Visconde do Rio Branco,9
1383,Norte,PA,Brasil Novo,2
1384,Nordeste,BA,Formosa do Rio Preto,3
1385,Nordeste,PI,São João do Piauí,6
1386,Norte,PA,Curuçá,1
1387,Sul,PR,Leópolis,1
1388,Sudeste,SP,General Salgado,4
1389,Centro-Oeste,MS,São Gabriel do Oeste,4
1390,Sudeste,MG,Santana do Jacaré,1
1391,Nordeste,BA,Jaborandi,1
1392,Sul,SC,São Cristóvão do Sul,1
1393,Centro-Oeste,GO,Nova Veneza,3
1394,Sudeste,SP,Maristela,1
1395,Nordeste,AL,Boca da Mata,3
1396,Sudeste,SP,Altinópolis,8
1397,Sudeste,MG,Nanuque,7
1398,Sudeste,MG,Águas Formosas,4
1399,Nordeste,PE,Santo Agostinho,1
1400,Sudeste,MG,Buritis,6
1401,Sudeste,SP,Vargem,1
1402,Sudeste,MG,Serro,2
1403,Sudeste,SP,Monte Mor,10
1404,Nordeste,BA,Itapetinga,17
1405,Centro-Oeste,MT,Peixoto de Azevedo,3
1406,Nordeste,BA,Santo Antônio de Jesus,28
1407,Nordeste,SE,Nossa Senhora do Socorro,27
1408,Sudeste,MG,Araporã,2
1409,Nordeste,PB,Pedras de Fogo,2
1410,Centro-Oeste,GO,Inhumas,9
1411,Sul,RS,Cruz Alta,12
1412,Sudeste,ES,Bom Jesus do Norte,5
1413,Sul,SC,Gravatal,2
1414,Nordeste,PE,Verdejante,1
1415,Norte,PA,Monte Alegre,4
1416,Sul,PR,Cambira,2
1417,Sul,RS,Almirante Tamandaré do Sul,1
1418,Centro-Oeste,GO,Alto Horizonte,2
1419,Sudeste,MG,Janaúba,23
1420,Nordeste,BA,Malhada,5
1421,Nordeste,BA,Barra do Rocha,1
1422,Sudeste,SP,Timburi,1
1423,Norte,PA,Rondon do Pará,6
1424,Nordeste,PB,Esperança,3
1425,Sudeste,RJ,São Francisco de Itabapoana,3
1426,Nordeste,PI,Jacobina do Piauí,1
1427,Nordeste,PI,São José do Peixe,4
1428,Nordeste,CE,Pindoretama,1
1429,Centro-Oeste,MT,Jauru,5
1430,Sudeste,RJ,Governador Portela,11
1431,Sul,PR,Itaipulândia,6
1432,Nordeste,MA,Chapadinha,2
1433,Centro-Oeste,GO,Joviânia,5
1434,Nordeste,SE,Tobias Barreto,4
1435,Norte,TO,Talismã,1
1436,Nordeste,BA,Riachão do Jacuípe,3
1437,Nordeste,PB,Juru,1
1438,Sudeste,MG,Ladainha,2
1439,Nordeste,RN,Lagoa Nova,2
1440,Sudeste,MG,Andradas,9
1441,Sudeste,SP,Francisco Morato,22
1442,Nordeste,SE,Siriri,1
1443,Sul,SC,Maravilha,10
1444,Nordeste,MA,Lago da Pedra,1
1445,Sudeste,RJ,Mangaratiba,18
1446,Nordeste,PB,Cajazeiras,6
1447,Nordeste,PI,São Pedro do Piauí,1
1448,Sudeste,SP,Pontal,1
1449,Nordeste,BA,Itabela,3
1450,Nordeste,SE,Macambira,1
1451,Centro-Oeste,GO,São Simão,7
1452,Nordeste,RN,Serra do Mel,1
1453,Nordeste,BA,Rio de Contas,1
1454,Centro-Oeste,MT,Alto Taquari,3
1455,Sul,SC,Meleiro,4
1456,Sudeste,SP,Tabapuã,4
1457,Sul,PR,Nova Olímpia,3
1458,Sudeste,MG,Itacarambi,2
1459,Sudeste,MG,Carmo do Paranaíba,5
1460,Nordeste,BA,Pindobaçu,2
1461,Sudeste,SP,Indiaporã,1
1462,Sudeste,SP,Viradouro,4
1463,Nordeste,RN,Baraúna,2
1464,Nordeste,CE,Itaitinga,3
1465,Norte,PA,Monte Dourado,1
1466,Sudeste,RJ,Quissamã,8
1467,Nordeste,RN,São José de Mipibu,6
1468,Nordeste,PB,Casserengue,1
1469,Centro-Oeste,MT,Campinápolis,1
1470,Nordeste,BA,Brejões,1
1471,Nordeste,AL,Arapiraca,25
1472,Sul,PR,Astorga,14
1473,Sudeste,SP,Américo Brasiliense,5
1474,Centro-Oeste,GO,Minaçu,2
1475,Centro-Oeste,GO,Uruana,2
1476,Nordeste,PB,São José da Mata,2
1477,Sudeste,SP,Iperó,4
1478,Sudeste,SP,Divinolândia,3
1479,Sul,PR,Indianópolis,2
1480,Centro-Oeste,GO,Águas Lindas de Goiás,15
1481,Sudeste,MG,Ibirité,23
1482,Centro-Oeste,MT,São Félix do Araguaia,3
1483,Sul,SC,Guabiruba,8
1484,Nordeste,RN,Taipu,3
1485,Nordeste,BA,Xique-Xique,4
1486,Sudeste,SP,Santa Rita do Passa Quatro,7
1487,Norte,PA,Viseu,2
1488,Sudeste,SP,Paraguaçu Paulista,17
1489,Sudeste,SP,Itapira,14
1490,Sudeste,SP,São Manuel,8
1491,Sudeste,SP,Cunha,7
1492,Centro-Oeste,GO,Montes Claros de Goiás,2
1493,Nordeste,PI,Corrente,2
1494,Sul,PR,Guaravera,1
1495,Nordeste,PE,Calumbi,2
1496,Sudeste,SP,Cajamar,36
1497,Sudeste,SP,Jales,19
1498,Norte,PA,Jacundá,2
1499,Sul,RS,Estrela,7
1500,Sudeste,MG,Senador José Bento,1
1501,Sul,SC,Imaruí,3
1502,Nordeste,CE,Brejo Santo,3
1503,Nordeste,CE,Jaguaretama,2
1504,Nordeste,CE,Icapuí,5
1505,Sul,RS,Salvador do Sul,1
1506,Sudeste,MG,Sarzedo,8
1507,Norte,TO,Taipas do Tocantins,1
1508,Nordeste,RN,Lagoa de Velhos,2
1509,Sul,SC,Rio do Oeste,2
1510,Sudeste,SP,Boa Esperança do Sul,1
1511,Sul,RS,Cambará do Sul,1
1512,Sudeste,MG,Capitólio,4
1513,Sul,PR,Quitandinha,3
1514,Nordeste,RN,Florânia,2
1515,Centro-Oeste,GO,Ipameri,7
1516,Norte,PA,Novo Progresso,4
1517,Sudeste,SP,Cravinhos,16
1518,Nordeste,BA,Brumado,11
1519,Centro-Oeste,MT,Nova Monte Verde,2
1520,Nordeste,CE,Guaraciaba do Norte,4
1521,Sudeste,RJ,Guapimirim,15
1522,Norte,PA,Bragança,5
1523,Nordeste,BA,Caturama,1
1524,Nordeste,RN,Major Sales,1
1525,Sudeste,MG,Itaobim,4
1526,Centro-Oeste,GO,Campinorte,6
1527,Sudeste,MG,Alto Rio Doce,4
1528,Sudeste,MG,Itatiaiuçu,5
1529,Sudeste,SP,Ribeirão Branco,2
1530,Nordeste,RN,João Câmara,5
1531,Sudeste,MG,Tombos,3
1532,Sul,RS,Augusto Pestana,1
1533,Sul,PR,Floraí,2
1534,Nordeste,BA,Serrinha,9
1535,Sul,SC,Guatambú,2
1536,Nordeste,PE,Paudalho,3
1537,Nordeste,PE,Moreno,3
1538,Nordeste,PI,Ilha Grande,2
1539,Sul,SC,Serra Alta,1
1540,Centro-Oeste,GO,Bonfinópolis,3
1541,Nordeste,CE,Itapajé,4
1542,Sul,PR,Ivatuba,3
1543,Nordeste,CE,Parajuru,3
1544,Nordeste,CE,Nova Olinda,2
1545,Sul,RS,São Sebastião do Caí,6
1546,Sul,SC,Ipumirim,1
1547,Nordeste,BA,Condeúba,1
1548,Sudeste,MG,Luz,4
1549,Centro-Oeste,MS,Coxim,10
1550,Sudeste,MG,Jequitinhonha,1
1551,Sudeste,ES,Piúma,4
1552,Sudeste,RJ,Itatiaia,11
1553,Sudeste,RJ,Cambuci,2
1554,Sudeste,RJ,Barra Mansa,35
1555,Sudeste,MG,Itacambira,1
1556,Sudeste,MG,Santo Antônio dos Campos,1
1557,Sudeste,SP,Patrocínio Paulista,3
1558,Nordeste,BA,Medeiros Neto,2
1559,Nordeste,BA,Poções,3
1560,Centro-Oeste,MS,Bela Vista,4
1561,Norte,TO,São Miguel do Tocantins,1
1562,Nordeste,BA,Itacaré,4
1563,Sudeste,SP,Conchas,5
1564,Sudeste,MG,Jacuí,1
1565,Norte,PA,Alter do Chão,1
1566,Sudeste,MG,Amarantina,1
1567,Sudeste,MG,Turmalina,5
1568,Sudeste,MG,Pai Pedro,1
1569,Sudeste,SP,Jumirim,1
1570,Sudeste,MG,Jacutinga,12
1571,Nordeste,CE,Tururu,1
1572,Sudeste,MG,Goianá,1
1573,Sudeste,MG,Ibiá,7
1574,Sudeste,SP,Macaubal,5
1575,Sul,RS,Paim Filho,2
1576,Nordeste,RN,Ipanguaçu,1
1577,Sul,PR,Wenceslau Braz,5
1578,Nordeste,SE,Lagarto,9
1579,Sudeste,MG,Mário Campos,4
1580,Sudeste,SP,Planalto,4
1581,Nordeste,SE,Riachão do Dantas,1
1582,Sudeste,SP,Jaci,1
1583,Sudeste,MG,Raul Soares,2
1584,Nordeste,PB,Sousa,4
1585,Nordeste,PE,Camocim de São Félix,4
1586,Centro-Oeste,GO,Iaciara,2
1587,Sudeste,SP,Estrela D'Oeste,2
1588,Centro-Oeste,GO,Buritinópolis,1
1589,Sul,PR,Morretes,4
1590,Centro-Oeste,MT,Pedra Preta,4
1591,Nordeste,PI,Ribeira do Piauí,2
1592,Nordeste,AL,Olho D'Água das Flores,1
1593,Nordeste,BA,Ribeira do Amparo,2
1594,Sudeste,MG,Perdões,12
1595,Sul,PR,Manoel Ribas,7
1596,Sudeste,SP,Valparaíso,8
1597,Sudeste,SP,Sebastianópolis do Sul,3
1598,Sudeste,MG,Catuji,2
1599,Centro-Oeste,MT,Vera,1
1600,Nordeste,RN,Pedro Velho,4
1601,Sul,RS,Arroio Grande,1
1602,Sudeste,MG,Santos Dumont,9
1603,Norte,PA,Igarapé-Miri,1
1604,Nordeste,MA,Estreito,2
1605,Norte,AC,Assis Brasil,1
1606,Sul,PR,Ortigueira,3
1607,Sudeste,MG,Nova Ponte,3
1608,Norte,AM,Tefé,3
1609,Centro-Oeste,MS,Fátima do Sul,3
1610,Nordeste,AL,Ibateguara,2
1611,Sudeste,ES,Brejetuba,1
1612,Nordeste,PB,Araruna,3
1613,Sudeste,SP,Serra Negra,18
1614,Nordeste,PI,São Félix do Piauí,1
1615,Sudeste,SP,Piratininga,1
1616,Norte,PA,Vigia,2
1617,Nordeste,RN,Pau dos Ferros,16
1618,Sudeste,SP,Mirante do Paranapanema,2
1619,Centro-Oeste,GO,Caçu,5
1620,Sudeste,SP,Santa Gertrudes,6
1621,Centro-Oeste,MS,Nioaque,3
1622,Sudeste,MG,Serra do Cipó,1
1623,Nordeste,CE,Ubajara,3
1624,Centro-Oeste,MT,Juscimeira,2
1625,Sudeste,ES,Ibiraçu,7
1626,Norte,AM,São Gabriel da Cachoeira,2
1627,Sudeste,SP,Guatapará,3
1628,Centro-Oeste,MT,Água Boa,9
1629,Nordeste,CE,Santana do Acaraú,2
1630,Nordeste,PE,Timbaúba,4
1631,Sul,SC,Três Barras,5
1632,Norte,AP,Pedra Branca do Amaparí,1
1633,Sudeste,SP,Primavera,4
1634,Sul,PR,Cambará,5
1635,Sul,PR,Mandaguaçu,5
1636,Sudeste,SP,Itararé,4
1637,Sul,RS,Alegrete,15
1638,Sul,RS,Feliz,4
1639,Sudeste,MG,Esmeraldas,14
1640,Sudeste,SP,Ibaté,8
1641,Nordeste,PE,Sertânia,4
1642,Nordeste,PI,Palmeirais,1
1643,Nordeste,BA,Antas,1
1644,Sudeste,MG,Guaranésia,7
1645,Sul,PR,Mandaguari,8
1646,Sudeste,SP,Bom Jesus dos Perdões,3
1647,Sudeste,MG,Itaú de Minas,7
1648,Sudeste,SP,Juquiá,1
1649,Sudeste,SP,Nazaré Paulista,5
1650,Sul,RS,Lavras do Sul,1
1651,Nordeste,PE,Lagoa Grande,1
1652,Norte,AC,Bujari,2
1653,Sul,PR,Serranópolis do Iguaçu,3
1654,Sul,PR,Florestópolis,2
1655,Sul,PR,Santa Izabel do Oeste,4
1656,Nordeste,AL,Coruripe,1
1657,Nordeste,RN,Governador Dix-Sept Rosado,1
1658,Sudeste,MG,Conselheiro Pena,2
1659,Sudeste,SP,Duartina,3
1660,Sul,PR,Congonhinhas,2
1661,Sul,RS,Barão de Cotegipe,4
1662,Centro-Oeste,MT,Aripuanã,3
1663,Nordeste,PB,Pombal,2
1664,Nordeste,SE,Nossa Senhora das Dores,3
1665,Centro-Oeste,MT,Guarantã do Norte,3
1666,Sudeste,MG,Ataléia,2
1667,Nordeste,PE,Jupi,1
1668,Nordeste,CE,Morada Nova,2
1669,Sul,RS,Três Coroas,2
1670,Sul,SC,Seara,1
1671,Sudeste,MG,Catas Altas,2
1672,Nordeste,CE,Maranguape,7
1673,Nordeste,SE,Propriá,3
1674,Sudeste,MG,Delta,3
1675,Nordeste,PE,Maraial,1
1676,Nordeste,BA,Muritiba,4
1677,Sul,SC,Balneário Barra do Sul,2
1678,Nordeste,PB,Conde,5
1679,Sudeste,SP,Presidente Epitácio,5
1680,Sul,SC,Abdon Batista,2
1681,Sudeste,SP,Riolândia,2
1682,Nordeste,AL,Limoeiro de Anadia,1
1683,Sul,RS,São José do Herval,1
1684,Nordeste,CE,Antonina do Norte,2
1685,Sudeste,MG,Taiobeiras,6
1686,Sul,PR,Sulina,2
1687,Sudeste,SP,Cândido Mota,9
1688,Sudeste,SP,Cajobi,2
1689,Nordeste,CE,Crato,20
1690,Norte,PA,Eldorado dos Carajás,2
1691,Nordeste,RN,Riachuelo,1
1692,Sudeste,SP,Cardoso,3
1693,Nordeste,BA,Governador Mangabeira,4
1694,Sudeste,SP,Santa Cruz da Conceição,2
1695,Sudeste,MG,Santa Vitória,2
1696,Sudeste,SP,Monte Alegre do Sul,2
1697,Sudeste,MG,Córrego Fundo,2
1698,Nordeste,RN,Parelhas,3
1699,Nordeste,AL,Paulo Jacinto,1
1700,Sudeste,SP,Cordeirópolis,6
1701,Nordeste,MA,Tasso Fragoso,2
1702,Nordeste,RN,Montanhas,1
1703,Norte,PA,Tomé-Açu,5
1704,Sul,RS,Lagoa Vermelha,5
1705,Sul,SC,Agronômica,1
1706,Sudeste,SP,Santa Albertina,1
1707,Nordeste,BA,Santaluz,1
1708,Sul,SC,Águas de Chapecó,1
1709,Norte,AC,Tarauacá,1
1710,Centro-Oeste,MS,Cassilândia,8
1711,Sul,PR,Doutor Camargo,4
1712,Sudeste,ES,Baixo Guandu,14
1713,Centro-Oeste,MT,Matupá,5
1714,Nordeste,SE,Moita Bonita,1
1715,Nordeste,RN,Nova Cruz,3
1716,Centro-Oeste,GO,Bom Jesus,12
1717,Sudeste,SP,Pindorama,3
1718,Sul,SC,Governador Celso Ramos,6
1719,Nordeste,BA,Itororó,2
1720,Sul,RS,Nova Bassano,3
1721,Sul,RS,Boa Vista do Buricá,2
1722,Nordeste,BA,Heliópolis,2
1723,Sudeste,ES,Alfredo Chaves,2
1724,Sudeste,SP,Holambra II,2
1725,Sudeste,SP,Arco-Íris,1
1726,Nordeste,CE,Acopiara,1
1727,Sudeste,SP,Pirapora do Bom Jesus,2
1728,Sudeste,MG,Martinho Campos,4
1729,Centro-Oeste,GO,Nazário,3
1730,Sudeste,MG,Carlos Chagas,4
1731,Sudeste,MG,Conceição do Rio Verde,1
1732,Norte,RO,Nova Brasilândia D'Oeste,2
1733,Sudeste,SP,Severínia,3
1734,Sudeste,SP,Presidente Bernardes,3
1735,Nordeste,BA,Fátima,1
1736,Sudeste,MG,Ouro Fino,6
1737,Sudeste,SP,Itápolis,5
1738,Sul,PR,Pérola,1
1739,Nordeste,BA,Maracás,2
1740,Nordeste,CE,Paraipaba,1
1741,Sul,PR,Prudentópolis,5
1742,Norte,TO,Miranorte,4
1743,Sudeste,MG,Bicas,5
1744,Sul,RS,Dois Lajeados,1
1745,Sul,RS,Sete de Setembro,1
1746,Centro-Oeste,MT,Juína,6
1747,Sudeste,SP,Santa Fé do Sul,5
1748,Nordeste,MA,Vitória do Mearim,3
1749,Sudeste,MG,Carmo do Rio Claro,6
1750,Sudeste,MG,Bocaiúva,11
1751,Nordeste,BA,Gandu,4
1752,Sudeste,SP,Terra Roxa,10
1753,Centro-Oeste,GO,Aparecida do Rio Doce,1
1754,Centro-Oeste,GO,Rialma,2
1755,Centro-Oeste,MT,Marcelândia,1
1756,Nordeste,MA,Parnarama,1
1757,Nordeste,CE,Parambu,2
1758,Sul,PR,Ubiratã,8
1759,Sudeste,MG,Patrocínio do Muriaé,2
1760,Nordeste,PE,Custódia,2
1761,Sul,SC,Agrolândia,1
1762,Nordeste,BA,Oliveira dos Brejinhos,2
1763,Sul,RS,São Martinho da Serra,1
1764,Nordeste,PE,Ribeirão,6
1765,Sul,RS,Sobradinho,4
1766,Sudeste,MG,Piranga,2
1767,Sudeste,RJ,Mendes,7
1768,Nordeste,RN,Tibau do Sul,6
1769,Norte,AP,Porto Grande,1
1770,Norte,AM,Maués,2
1771,Nordeste,PB,Bananeiras,1
1772,Sudeste,MG,São Thomé das Letras,1
1773,Centro-Oeste,GO,Britânia,1
1774,Nordeste,PE,Itacuruba,2
1775,Nordeste,RN,Santo Antônio,1
1776,Sul,PR,Piên,2
1777,Sudeste,SP,Sarapuí,2
1778,Sudeste,MG,Carneirinho,2
1779,Centro-Oeste,GO,Flores de Goiás,3
1780,Nordeste,BA,Cafarnaum,1
1781,Sudeste,MG,Monte Carmelo,9
1782,Sudeste,SP,Pilar do Sul,6
1783,Sul,RS,Pantano Grande,5
1784,Nordeste,MA,São Bento,3
1785,Nordeste,PE,Carpina,12
1786,Sudeste,MG,Jequeri,2
1787,Sudeste,SP,Iguape,9
1788,Nordeste,MA,São João Batista,5
1789,Sudeste,MG,São João Batista do Glória,2
1790,Sudeste,SP,Emilianópolis,1
1791,Sudeste,SP,Santo Antônio do Aracanguá,3
1792,Nordeste,CE,Irauçuba,3
1793,Centro-Oeste,GO,São Miguel do Araguaia,15
1794,Nordeste,CE,Beberibe,3
1795,Sul,RS,Vacaria,15
1796,Sul,PR,Pato Bragado,3
1797,Sul,RS,Cacequi,2
1798,Sul,PR,Pontal do Paraná,8
1799,Sudeste,SP,Aguaí,8
1800,Sudeste,SP,Brodowski,3
1801,Sul,SC,Itapiranga,8
1802,Nordeste,CE,Jaguaribe,4
1803,Sul,SC,Ituporanga,5
1804,Norte,RO,Jaru,9
1805,Norte,TO,Xambioá,1
1806,Norte,PA,Peixe-Boi,2
1807,Sudeste,SP,Bastos,8
1808,Nordeste,CE,Boa Viagem,2
1809,Sul,PR,Renascença,3
1810,Sul,PR,Verê,1
1811,Sudeste,MG,Sapucaí-Mirim,1
1812,Centro-Oeste,GO,Estrela do Norte,2
1813,Sul,RS,Santa Margarida do Sul,2
1814,Nordeste,RN,São Miguel,2
1815,Sudeste,MG,Rio Novo,2
1816,Centro-Oeste,GO,Mambaí,3
1817,Sul,RS,São João da Urtiga,1
1818,Nordeste,BA,Taperoá,4
1819,Sudeste,SP,Guapiaçu,2
1820,Norte,TO,Miracema do Tocantins,2
1821,Nordeste,PE,Catende,2
1822,Norte,PA,Igarapé-Açu,1
1823,Sudeste,MG,Antônio Pereira,3
1824,Centro-Oeste,GO,Faina,2
1825,Sudeste,MG,Santana do Paraíso,5
1826,Sul,RS,Morro Redondo,3
1827,Sudeste,MG,Dom Bosco,1
1828,Nordeste,BA,Ibipeba,3
1829,Nordeste,BA,Ibotirama,4
1830,Sudeste,SP,Domélia,4
1831,Sudeste,SP,Águas de São Pedro,6
1832,Sul,RS,Centenário,1
1833,Sul,PR,Santa Fé,2
1834,Nordeste,CE,Palhano,1
1835,Sudeste,SP,Ipuã,3
1836,Sudeste,SP,Ipeúna,2
1837,Sul,RS,Tenente Portela,2
1838,Sul,PR,Santa Amélia,2
1839,Sudeste,SP,Bananal,4
1840,Sul,RS,Alvorada,24
1841,Nordeste,BA,Araçás,2
1842,Nordeste,CE,Reriutaba,1
1843,Sudeste,SP,Iacri,2
1844,Sul,SC,São João do Sul,1
1845,Sudeste,MG,Nova Resende,2
1846,Nordeste,BA,Cumuruxatiba,1
1847,Sudeste,SP,Dumont,1
1848,Sudeste,RJ,Piraí,2
1849,Sul,RS,Faxinal do Soturno,3
1850,Sul,RS,São José do Inhacorá,1
1851,Sudeste,SP,Rancharia,7
1852,Nordeste,PB,São José de Piranhas,2
1853,Sudeste,SP,Torrinha,2
1854,Centro-Oeste,MS,Brasilândia,1
1855,Nordeste,SE,Pinhão,3
1856,Sudeste,MG,Carmo da Mata,2
1857,Nordeste,PE,Belo Jardim,8
1858,Sul,PR,Jacarezinho,8
1859,Sudeste,SP,Borborema,5
1860,Norte,TO,São Bento do Tocantins,1
1861,Nordeste,PI,Curral Novo do Piauí,2
1862,Sudeste,MG,Entre Rios de Minas,5
1863,Sudeste,MG,Monjolos,1
1864,Sudeste,SP,Bady Bassitt,6
1865,Sul,PR,Diamante do Sul,1
1866,Norte,AP,Oiapoque,3
1867,Nordeste,PI,Marcos Parente,1
1868,Nordeste,PE,Santa Cruz do Capibaribe,8
1869,Nordeste,PB,Catolé do Rocha,5
1870,Sul,PR,General Carneiro,2
1871,Sul,PR,Mamborê,5
1872,Sudeste,SP,Riversul,1
1873,Sudeste,MG,Santo Antônio do Amparo,4
1874,Nordeste,RN,Jandaíra,1
1875,Sul,RS,Panambi,11
1876,Sul,RS,Sertão,3
1877,Norte,AP,Laranjal do Jari,5
1878,Nordeste,PE,Itambé,8
1879,Sudeste,SP,Conchal,6
1880,Sudeste,MG,Tocantins,5
1881,Sudeste,MG,Gouveia,2
1882,Sul,PR,Icaraíma,1
1883,Nordeste,CE,Ipu,6
1884,Sudeste,SP,Alvinlândia,1
1885,Sudeste,MG,Maria da Fé,4
1886,Sudeste,MG,Lajinha,2
1887,Nordeste,PE,Taquaritinga do Norte,2
1888,Sul,RS,Encantado,3
1889,Nordeste,BA,Buerarema,2
1890,Sudeste,SP,Arealva,2
1891,Norte,PA,Conceição do Araguaia,6
1892,Nordeste,AL,São Miguel dos Campos,3
1893,Centro-Oeste,MT,Guiratinga,3
1894,Centro-Oeste,MT,São José dos Quatro Marcos,4
1895,Sudeste,MG,Chonim,1
1896,Norte,PA,Benevides,1
1897,Sul,RS,Pinhal Grande,1
1898,Centro-Oeste,MT,Nova Ubiratã,3
1899,Sul,PR,Laranjeiras do Sul,7
1900,Sul,RS,Constantina,1
1901,Sudeste,SP,Santo Antônio de Posse,3
1902,Sudeste,SP,Itirapina,7
